ResponseID,Language,ID_Q1,ID_Q2,ID_Q3,ID_Q4,ID_Q5,ID_Q6,ID_Q7,ID_Q8,ID_Q9,ID_Q10,ID_Q11,ID_Q12,ID_Q13,ID_Q14_1,ID_Q14_2,ID_Q14_3,ID_Q14_4,ID_Q14_5,ID_Q15,ID_Q16,ID_Q17,ID_Q18_1,ID_Q18_2,ID_Q18_3,ID_Q18_4,ID_Q18_5,ID_Q18_6,ID_Q18_7,ID_Q19_1,ID_Q19_2,ID_Q19_3,ID_Q19_4,ID_Q19_5,ID_Q19_6,ID_Q19_7,ID_Q19_8,ID_Q19_9,ID_Q20_1,ID_Q20_2,ID_Q20_3,ID_Q20_4,ID_Q20_5,ID_Q20_6,ID_Q20_7,ID_Q20_8,ID_Q20_9,ID_Q21_1,ID_Q21_2,ID_Q21_3,ID_Q21_4,ID_Q21_5,ID_Q22_1,ID_Q22_2,ID_Q22_3,ID_Q22_4,ID_Q22_5,ID_Q22_6,ID_Q22_7,ID_Q23,ID_Q23_1,ID_Q23_2,ID_Q23_3,ID_Q23_4,ID_Q23_5,ID_Q23_6,ID_Q23_7,ID_Q23_8,ID_Q24,ID_Q25,ID_Q26,ID_Q27,ID_Q27_1,ID_Q27_2,ID_Q27_3,ID_Q27_4,ID_Q27_5,ID_Q27_6,ID_Q28_1,ID_Q28_2,ID_Q28_3,ID_Q29,ID_Q29_1,ID_Q29_2,ID_Q29_3,ID_Q30,ID_Q30_1,ID_Q30_2,ID_Q30_3,ID_Q30_4,ID_Q30_5,ID_Q30_6,ID_Q30_7,ID_Q30_8,ID_Q30_9,ID_Q30_10,ID_Q30_11,ID_Q30_12,ID_Q30_13,ID_Q30_14,ID_Q30_15,ID_Q31,ID_Q31_1,ID_Q31_2,ID_Q31_3,ID_Q31_4,ID_Q31_5,ID_Q31_6,ID_Q31_7,ID_Q31_8,ID_Q31_9,ID_Q31_10,ID_Q32,ID_Q32_1,ID_Q32_2,ID_Q32_3,ID_Q32_4,ID_Q32_5,ID_Q32_6,ID_Q32_7,ID_Q32_8,ID_Q32_9,ID_Q32_10,ID_Q32_11,ID_Q32_12,ID_Q32_13,ID_Q32_14,ID_Q33,ID_Q33_1,ID_Q33_2,ID_Q33_3,ID_Q33_4,ID_Q33_5,ID_Q34,ID_Q34_1,ID_Q34_2,ID_Q34_3,ID_Q34_4,ID_Q35,ID_Q35_1,ID_Q35_2,ID_Q35_3,ID_Q35_4,ID_Q36_1,ID_Q36_2,ID_Q36_3,ID_Q36_4,ID_Q36_5,ID_Q36_6,ID_Q36_7,ID_Q36_8,ID_Q36_9
R_2SpohBR1OCMJcxB,1,2,United States,56,1,5,2,1,2,3,5,6,0,2,5,5,5,5,5,6,6,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,NA,5,5,5,NA,5,5,5,5,5,3,3,3,3,3,3,3,3,3,9,1,6,4,4,4,4,4,4,4,3,3,3,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1.8,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2
R_2SuYnoFVIW1LHcG,1,2,United States,68,1,3,2,1,1,3,5,5,1,3,5,8,5,0,5,8,5,1,8,6,6,10,9,8,6,8,7,0,0,7,5,5,5,0,5,6,4,9,4,5,8,0,4,9,9,9,6,9,8,NA,8,8,8,8,8,4,5,5,5,4,5,2,1,5,2,1,8,4.833333333,4,7,4,5,4,5,4,4,4,2,1,1,0,3.4,4,4,3,4,1,4,4,4,2,2,2,4,5,5,3,2.8,3,3,3,2,3,2,3,3,3,3,0.071428571,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.2,9,8,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_2SxauPHBMNfykeL,1,2,United States,55,1,3,3,1,2,4,10,10,1,3,9,8,6,4,10,4,3,0,4,3,6,7,5,4,6,6,7,3,8,7,4,8,8,3,4,5,4,7,4,4,3,5,5,6,8,6,9,8,4,NA,4,8,8,4,9,3.125,4,2,3,3,4,3,3,3,2,1,2,5.333333333,5,6,7,7,3,4,3,5,5,2,0,1,1,3.933333333,5,3,3,5,3,3,5,3,4,4,4,4,5,3,5,2.7,3,3,3,3,3,3,3,1,2,3,1.5,1,1,2,2,2,0,1,2,2,2,0,1,3,2,7,8,6,6,7,8,7.25,7,8,7,7,3,6,3,3,0,1,2,2,4,3,3,2,2,2
R_2t07YixRC8TvK7E,1,2,United States,36,1,2,2,1,2,1,5,3,1,3,5,6,7,5,7,3,3,1,3,1,2,3,3,4,1,2,2,1,1,1,1,8,1,5,0,0,0,0,0,0,7,0,3,3,3,5,4,3,1,NA,2,5,2,3,2,5,5,5,5,5,5,5,5,5,4,0,4,4.333333333,4,4,4,5,5,4,4,5,5,2,0,1,1,4,4,4,4,5,3,4,4,4,4,5,4,4,4,3,4,1.5,3,3,0,3,0,3,3,0,0,0,3.071428571,3,3,3,3,3,3,3,4,3,3,3,3,3,3,10,10,10,10,10,10,6.75,10,5,7,5,4.5,4,4,5,5,2,2,2,2,2,2,2,2,2
R_2t9Zocb6Qzsr2ae,1,2,United States,70,1,4,2,1,NA,3,3,7,1,3,2,2,7,3,6,5,6,0,5,4,4,10,6,6,5,5,6,5,6,5,5,7,5,7,5,7,5,6,5,5,8,5,8,10,10,10,10,10,5,NA,5,7,7,7,8,3.875,5,3,4,4,4,4,3,4,3,0,8,6,7,5,6,6,6,6,4,4,4,2,1,1,0,2.733333333,3,3,4,3,2,3,3,2,2,2,2,4,3,3,2,2.5,2,2,3,2,3,2,2,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,6,6,4,4,4,7.25,7,8,7,7,7.5,7,8,8,7,0,0,0,0,0,0,0,0,0
R_2ta2A5tKPJlM4Hn,1,2,United States,55,1,3,1,0,2,1,5,8,0,3,6,7,10,0,2,7,4,0,7,3,2,7,7,3,3,6,8,7,8,3,3,7,9,5,7,5,2,8,0,0,8,0,7,8,5,8,7,8,8,NA,5,8,8,3,5,4.5,5,5,5,5,5,5,1,5,9,0,9,4.833333333,7,1,4,6,5,6,5,5,5,1,0,1,0,2.466666667,2,2,4,2,1,3,4,2,2,1,1,3,4,5,1,2.3,3,3,3,3,3,3,1,0,1,3,2.071428571,2,3,4,0,0,1,3,4,1,3,3,0,1,4,7.2,9,9,2,8,8,8,9,9,9,5,0,0,0,0,0,2,0,0,4,4,0,0,0,0
R_2taOR3Q1tzoQixx,1,2,United States,66,1,4,3,0,2,3,9,8,1,3,0,1,9,0,10,1,8,0,3,2,2,6,7,3,1,7,5,3,2,8,2,2,4,2,2,7,2,7,2,7,3,5,2,3,3,6,6,3,3,NA,3,6,1,1,1,4.625,5,4,5,5,5,4,4,5,2,0,5,6.166666667,4,6,6,7,7,7,4,5,5,1,0,1,0,3.666666667,4,4,4,3,4,4,4,2,2,4,4,4,4,4,4,2.3,2,2,2,2,2,2,3,3,2,3,1.285714286,1,1,1,3,2,0,0,3,0,1,1,1,1,3,5.4,6,6,5,5,5,4.75,6,5,6,2,0.75,1,1,1,0,0,0,2,3,3,1,2,3,0
R_2TAxbq6w9kVmpzF,1,2,United States,65,1,2,1,1,1,1,8,7,0,0,3,5,4,3,2,5,8,1,7,7,6,9,8,7,7,8,9,7,7,8,7,7,10,7,4,5,9,9,8,7,9,3,8,9,9,9,9,9,5,NA,5,5,8,5,9,3.75,5,4,4,4,4,3,3,3,2,0,10,4.833333333,6,6,4,6,3,4,3,1,3,0,0,0,0,3.266666667,5,2,3,4,2,4,4,4,3,3,2,4,3,2,4,3,3,3,3,3,3,3,3,3,3,3,2.357142857,2,3,2,1,1,2,2,4,3,2,3,2,2,4,6.6,9,5,5,7,7,1.25,5,0,0,0,0,0,0,0,0,2,0,0,4,4,0,2,0,0
R_2TAz7vdwG9WOgAS,1,2,United States,25,0,2,1,1,3,1,9,3,1,3,7,9,10,9,6,9,8,1,8,7,5,3,7,8,9,8,9,9,9,10,10,9,8,10,9,8,6,6,4,7,9,10,10,9,9,8,9,9,7,NA,6,7,8,9,9,3.75,3,4,3,2,5,5,4,4,2,1,10,4.333333333,3,5,2,6,3,7,4,5,5,0,0,0,0,4.266666667,4,4,5,2,4,5,5,4,5,4,4,5,4,4,5,1.8,2,3,1,3,1,3,2,0,2,1,3.571428571,4,3,4,3,4,4,3,4,4,3,4,3,4,3,5.6,8,8,0,5,7,7.5,8,8,5,9,9,10,8,10,8,4,3,4,3,4,3,4,4,3
R_2tJ8VRzzIa5R4hl,1,2,United States,33,0,2,2,1,2,2,2,NA,1,2,2,1,8,3,6,3,3,0,3,2,6,5,4,8,2,5,5,4,3,4,4,3,2,3,0,1,0,2,4,3,2,5,5,3,2,3,1,7,5,NA,0,2,6,5,3,NA,3,3,NA,1,3,4,4,3,3,1,1,NA,5,4,4,3,NA,2,3,2,2,NA,NA,NA,NA,2.933333333,3,4,3,3,3,3,3,2,2,3,3,3,3,2,4,1.5,2,2,1,2,1,2,1,1,2,1,NA,1,1,3,1,1,NA,2,2,1,1,2,1,1,2,3.2,3,2,1,2,8,1,2,2,0,0,3.25,4,1,3,5,2,0,3,1,1,3,1,1,1
R_2tmyrrKlSsYgmPb,1,2,United States,55,1,2,1,1,2,1,0,8,1,3,9,10,0,0,0,9,9,0,5,3,5,9,5,6,8,7,7,2,2,7,5,6,8,1,5,2,9,9,5,3,9,0,9,8,8,8,8,8,9,NA,6,9,9,3,9,4.5,5,5,4,5,5,4,3,5,2,1,10,2.833333333,3,2,2,3,4,3,4,2,4,0,0,0,0,3.333333333,4,3,4,4,2,4,3,3,2,4,3,4,4,2,4,3,3,3,3,3,3,3,3,3,3,3,1.714285714,1,1,2,1,0,0,1,3,2,2,1,3,4,3,5.2,5,5,5,5,6,5.5,8,7,6,1,0,0,0,0,0,0,0,0,2,3,0,0,0,0
R_2To4SjJ9UDt59Nz,1,2,United States,24,0,3,2,1,2,5,10,5,0,3,5,5,5,5,5,5,5,NA,5,5,5,5,5,5,5,5,5,5,5,5,4,5,6,6,5,5,5,5,4,6,6,4,4,4,5,5,6,5,5,NA,5,5,5,5,5,3,3,3,3,3,3,3,3,3,2,NA,6,3.666666667,4,5,1,4,4,4,5,3,5,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1.4,2,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2
R_2ToP1O3h8WTGbSQ,1,2,United States,67,0,3,3,1,2,3,6,6,1,3,4,4,4,5,8,2,7,1,6,4,3,2,7,1,0,6,6,8,3,8,6,5,7,7,2,2,0,7,5,7,4,2,1,5,5,5,2,2,6,NA,6,4,3,5,2,3.625,5,4,3,3,4,3,3,4,2,1,NA,4.666666667,5,5,5,5,4,4,3,4,1,2,0,1,1,3,3,4,3,2,2,3,3,4,3,3,3,4,3,3,2,2.6,3,3,3,2,3,2,2,2,3,3,2.285714286,1,1,2,2,3,3,2,3,2,2,3,3,2,3,3.2,3,4,3,3,3,2,4,2,1,1,9,9,9,9,9,0,1,2,3,3,3,2,2,2
R_2TRA5ARM8VR4nIn,1,2,United States,43,1,4,3,1,1,4,6,6,1,3,0,4,5,1,7,2,7,0,5,3,3,7,8,5,1,7,7,6,4,9,5,6,6,5,2,5,1,6,2,5,6,4,4,6,4,6,5,5,2,NA,1,5,3,3,1,3.5,4,3,4,3,5,3,2,4,4,0,5,5,4,5,4,6,5,6,3,4,3,1,0,0,1,2.933333333,4,3,2,4,2,3,3,4,3,3,3,2,2,3,3,1.6,2,3,2,2,1,1,0,2,1,2,1.142857143,1,1,0,1,2,1,1,1,0,2,1,1,1,3,4.8,7,7,3,2,5,3.25,4,1,5,3,0.75,1,0,1,1,0,1,2,3,2,1,2,1,0
R_2twXKRHIMnxbvNy,1,2,United States,34,0,3,1,1,1,1,5,5,NA,NA,5,6,5,4,4,5,5,NA,4,5,4,3,3,2,4,4,4,4,2,3,3,3,4,4,5,4,4,4,4,5,5,6,6,5,5,6,5,6,6,NA,5,6,6,6,6,3.125,3,3,3,3,3,4,3,3,2,1,5,4,5,4,4,3,4,4,3,2,3,2,0,1,1,2.8,4,2,3,3,3,3,3,4,3,5,1,2,2,1,3,1.5,2,2,0,2,1,1,1,3,2,1,1.928571429,2,2,2,2,3,2,2,2,2,2,1,1,1,3,5,5,5,5,5,5,5.25,5,5,5,6,3.75,5,4,2,4,3,2,2,1,0,2,2,2,2
R_2TYH1bpQmyD7pIe,1,2,United States,72,1,4,3,1,2,3,NA,6,1,3,1,4,8,1,9,2,8,1,2,2,1,1,3,2,0,8,6,5,2,8,1,3,3,4,1,2,0,6,2,7,3,2,1,7,1,6,6,5,1,NA,2,6,3,2,1,4,5,5,4,5,4,2,3,4,2,1,2,6.166666667,6,6,6,6,7,6,4,4,4,3,1,1,1,3.533333333,4,4,4,4,2,4,4,4,2,3,4,4,4,2,4,2.1,2,2,2,2,2,2,2,2,3,2,1.214285714,0,0,0,0,3,1,0,3,0,3,1,2,1,3,5.8,6,6,6,6,5,4.25,7,5,4,1,0.75,1,0,2,0,0,0,4,3,3,1,1,3,0
R_2U0mRW0GLZ7LExq,1,2,United States,41,0,4,2,1,2,1,2,2,1,3,4,4,4,5,3,5,6,0,4,4,2,3,3,3,2,4,3,4,2,3,4,3,4,2,3,0,0,3,4,1,2,4,2,2,2,2,2,3,2,NA,3,2,3,1,3,1.875,2,1,2,2,2,2,2,2,2,0,4,3.333333333,5,2,4,3,4,2,3,2,2,1,0,1,0,2.933333333,3,2,3,2,4,3,2,3,3,4,3,3,2,3,4,1.8,1,2,3,0,2,2,1,3,2,2,1,2,0,0,1,2,0,1,2,0,1,1,1,2,1,2.2,2,2,2,3,2,3.5,5,4,1,4,2.75,2,2,4,3,2,1,2,3,3,2,2,3,2
R_2U2XYzgd9qmUIuM,1,2,United States,32,1,4,1,1,3,1,8,8,1,2,8,7,4,4,8,9,8,0,8,8,6,6,5,6,6,8,8,6,2,7,4,7,8,9,5,9,7,2,5,6,5,7,4,6,7,9,7,8,4,NA,8,8,5,6,6,3.5,4,4,3,4,4,4,2,3,2,1,8,4,3,4,4,3,4,6,3,4,4,2,1,0,1,3.266666667,3,3,3,3,4,4,4,3,3,3,5,3,2,3,3,1.5,2,2,3,2,0,2,2,1,0,1,2.857142857,3,4,3,1,4,3,1,3,3,3,3,3,3,3,6,6,6,6,6,6,6,5,8,7,4,6.75,5,6,9,7,4,3,4,3,2,4,1,3,3
R_2U3rfXk9Zp2kqL3,1,2,United States,51,1,4,2,0,1,2,3,2,1,3,4,4,7,0,8,7,7,0,6,5,5,10,5,7,8,6,6,7,7,5,3,6,4,6,7,5,9,5,NA,5,6,5,7,7,8,8,7,6,6,NA,6,7,5,6,9,2.875,4,2,4,1,4,2,1,5,9,0,6,4.833333333,4,5,6,5,3,6,3,5,5,0,0,0,0,3.4,4,4,4,4,3,3,3,3,3,3,3,3,5,3,3,1.5,2,2,1,2,1,2,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,6,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_2Uf0s7n9El1nSBc,1,2,United States,32,1,4,1,1,3,1,8,5,1,3,8,7,6,7,6,7,8,NA,7,7,7,7,8,7,7,7,8,9,10,8,6,3,7,8,7,7,7,5,7,7,8,7,8,7,7,8,7,7,6,NA,7,8,8,6,8,3.125,3,4,2,3,3,3,3,4,2,1,7,3.833333333,3,3,4,5,3,5,3,4,4,0,0,0,0,3.533333333,4,4,4,2,3,4,4,4,2,4,4,3,4,3,4,1.3,2,1,1,0,1,2,3,1,1,1,2.785714286,1,3,3,3,4,3,3,3,1,3,3,3,3,3,5.2,7,7,2,7,3,7.5,8,8,7,7,7,6,8,6,8,3,3,1,3,1,1,3,3,3
R_2UgCVtBiipj8RA0,1,2,United States,42,0,1,3,1,2,4,6,5,0,0,7,6,10,3,6,2,7,0,4,6,8,2,5,7,8,6,7,4,1,6,8,4,6,7,4,6,2,5,6,7,7,2,7,5,8,9,2,7,3,NA,6,9,3,4,4,2.125,4,1,1,2,1,1,3,4,9,0,5,3.5,4,3,3,2,3,6,4,4,4,0,0,0,0,2.933333333,3,3,1,4,2,3,5,2,3,3,3,3,4,3,2,1.6,1,1,3,1,1,0,2,3,2,2,2.214285714,3,0,0,3,2,2,2,4,2,3,3,3,1,3,3.8,6,4,1,5,3,4.5,3,6,1,8,4.5,4,5,5,4,1,1,2,2,4,0,3,3,0
R_2UgvZiItZNHXcKB,1,2,United States,54,0,3,2,1,2,4,2,1,1,3,5,4,8,0,9,3,4,1,4,4,4,10,9,2,7,2,2,2,2,8,2,4,2,2,5,5,5,5,4,5,5,2,5,4,5,7,7,7,9,NA,7,7,7,5,6,2.125,5,3,1,1,2,1,2,2,2,0,2,5.833333333,5,5,6,6,6,7,5,4,3,1,0,1,0,3.933333333,5,4,4,5,2,5,5,4,4,4,2,4,4,2,5,1.6,3,3,1,3,3,1,0,0,1,1,0.571428571,0,0,4,0,0,0,0,4,0,0,0,0,0,0,6,7,6,6,5,6,1.25,5,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0
R_2UhZZyT2mWDiP0X,1,2,United States,57,0,3,3,1,1,3,5,8,1,2,6,8,9,5,10,3,3,0,7,5,5,7,8,5,4,5,8,5,8,5,7,8,4,6,6,7,5,7,5,7,8,5,5,7,5,8,8,8,5,NA,6,8,8,5,8,3.625,5,5,3,3,3,3,3,4,2,1,8,5.666666667,2,7,7,7,5,6,3,5,5,NA,0,NA,0,4.2,4,5,4,5,3,5,4,4,4,4,4,5,4,3,5,2.6,2,3,3,2,1,3,3,3,3,3,1.5,0,2,1,2,1,2,2,1,2,1,2,1,1,3,5.4,7,6,4,5,5,4.5,8,5,5,0,2.5,5,5,0,0,0,0,3,2,2,2,1,0,0
R_2usLYeDHLfV9wmi,1,2,United States,53,0,2,1,1,2,3,5,5,NA,NA,5,7,5,4,2,5,5,NA,4,2,2,2,1,1,2,2,1,2,2,2,2,1,2,1,2,3,3,3,2,1,3,3,3,1,2,2,2,3,2,NA,3,3,2,2,2,2.875,3,3,2,3,3,3,3,3,2,1,5,3.333333333,3,4,3,3,4,3,3,4,4,0,0,0,0,3.066666667,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,1.7,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3.8,5,5,3,3,3,3,6,3,1,2,2.5,1,2,3,4,NA,2,2,2,2,2,2,2,2
R_2UVZfTqvBUN9IJS,1,2,United States,34,0,3,3,1,1,2,2,3,1,3,4,5,0,5,3,3,2,0,2,2,2,3,2,3,2,2,3,2,3,2,0,1,0,1,1,2,2,3,2,2,1,1,1,2,2,2,3,2,2,NA,2,2,3,2,2,2.25,3,2,2,2,2,2,3,2,9,0,2,4.333333333,6,2,4,4,7,3,3,3,3,2,1,0,1,3.866666667,5,3,4,4,2,4,4,4,3,4,4,4,5,3,5,2.6,3,3,3,0,3,3,3,3,2,3,2.142857143,3,2,0,1,3,3,3,0,3,3,3,0,3,3,5.6,6,6,6,4,6,3,5,5,1,1,0.75,3,0,0,0,2,1,4,4,2,1,2,1,0
R_2uwyrjalVBCVVWf,1,2,United States,35,0,3,5,1,1,4,0,5,1,3,9,10,0,0,0,4,4,1,6,5,4,6,5,5,5,3,7,4,3,5,3,3,9,2,1,2,4,3,2,1,7,3,2,8,7,6,7,6,6,NA,3,6,5,5,5,3.875,5,5,3,5,4,3,3,3,4,0,10,1.666666667,3,1,2,1,2,1,5,1,1,3,1,1,1,1.2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2.3,0,2,3,2,3,2,2,3,3,3,0.142857143,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1.4,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0
R_2v6r2sT94K3G21Q,1,2,United States,41,1,5,1,1,2,1,9,6,1,3,10,8,10,9,8,10,10,NA,10,9,10,9,10,9,10,9,10,9,10,9,9,10,8,9,10,9,9,10,10,9,7,10,NA,10,7,9,8,10,8,NA,9,8,10,9,10,4.25,5,5,4,3,3,5,4,5,2,1,8,4.666666667,1,7,4,7,2,7,5,5,5,1,0,0,1,4,3,4,5,3,4,5,5,4,3,4,4,4,5,3,4,1.5,3,3,1,2,0,3,2,0,0,1,NA,4,4,4,3,3,4,3,NA,4,4,4,3,4,4,8.4,8,7,9,10,8,9.25,10,8,9,10,9,9,10,9,8,4,4,4,3,4,3,3,2,3
R_2v6t1doJrLjhOAH,1,2,United States,35,1,4,2,1,2,1,7,8,1,3,7,6,7,8,7,7,8,0,3,5,5,6,5,4,8,6,7,7,6,6,5,5,6,5,5,7,5,4,6,6,5,3,8,5,4,3,5,5,7,NA,6,4,5,5,5,4.125,4,5,4,5,4,3,4,4,2,0,6,4.5,3,6,4,5,4,5,3,4,3,0,0,0,0,1.933333333,3,3,2,3,1,1,1,2,3,2,1,2,1,2,2,1.4,2,3,0,3,1,1,2,0,1,1,1.571428571,2,2,1,0,2,2,1,3,3,2,1,0,1,2,6.2,7,8,5,4,7,8.25,8,10,7,8,6.75,9,7,5,6,2,2,3,3,3,2,1,4,2
R_2VdQ1E5qDDFUmg9,1,2,United States,66,0,2,3,1,1,2,4,2,1,3,3,3,7,0,1,0,2,1,3,1,1,2,3,3,1,7,8,8,6,7,5,7,8,8,0,1,1,2,2,4,2,1,2,2,2,2,2,2,3,NA,2,2,2,2,2,3.875,4,4,4,4,4,3,4,4,2,1,4,5.333333333,6,5,6,6,4,5,4,4,4,0,0,0,0,3.666666667,4,3,4,4,3,3,4,4,3,4,4,4,4,3,4,2.5,2,2,3,2,3,2,2,3,3,3,2.142857143,1,2,1,3,3,3,3,1,1,3,2,1,3,3,7.8,8,8,8,7,8,4,6,5,3,2,0.75,3,0,0,0,2,1,3,2,2,1,3,3,1
R_2VF17CHvEYK0v4p,1,2,United States,28,0,3,2,1,1,4,5,2,1,2,10,10,0,0,0,2,2,0,4,4,4,4,4,5,5,5,5,3,4,4,4,4,4,1,5,6,6,4,2,3,8,0,8,8,8,8,8,8,9,NA,9,9,9,10,10,4.5,5,5,5,5,4,5,4,3,9,0,NA,2,4,2,2,1,1,2,5,5,3,1,0,1,0,3.066666667,4,4,1,3,1,4,3,4,5,2,4,3,2,3,3,0.5,1,1,1,0,2,0,0,0,0,0,2.071428571,3,2,2,2,2,2,1,2,1,3,2,2,2,3,8,8,10,9,6,7,4.25,5,2,5,5,2,2,2,2,2,3,1,1,2,2,1,1,1,2
R_2VfGyuKqAhKXnMC,1,2,United States,60,1,5,2,1,2,1,8,9,1,3,1,0,3,0,4,0,1,NA,1,0,0,5,5,4,1,8,6,8,5,8,1,1,5,5,2,6,1,4,1,8,1,1,0,8,2,4,4,2,0,NA,2,1,0,0,0,3.875,5,4,3,4,4,3,3,5,9,1,4,4,6,2,2,5,5,4,4,4,4,2,1,1,0,3.4,4,3,4,4,2,4,4,3,2,3,4,4,4,4,2,2.3,2,3,3,3,2,1,2,2,2,3,1.571428571,2,3,1,1,2,0,3,1,1,1,3,0,1,3,8.2,10,10,7,6,8,6.25,5,8,9,3,2.25,7,0,1,1,0,2,2,3,3,2,2,2,1
R_2VIt3wvFXcTYFCZ,1,2,United States,45,0,2,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,5,5,5,5,5,5,6,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,5,5,5,5,5,5,5,5,5,9,0,10,3,1,1,1,7,1,7,5,5,5,0,0,0,0,3.4,3,3,2,3,3,4,4,4,4,3,4,3,4,3,4,1.5,3,3,0,3,0,3,3,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3.2,6,2,4,2,2,10,10,10,10,10,10,10,10,10,10,2,2,2,2,2,2,2,2,2
R_2vjCprDuhsKok3o,1,2,United States,22,0,3,2,1,2,5,5,5,0,2,5,8,7,7,6,6,6,0,7,0,3,6,8,7,5,6,7,6,6,4,7,2,2,4,6,7,5,4,4,7,3,5,8,6,6,6,6,8,5,NA,8,7,5,5,7,3.5,3,3,3,4,4,4,3,4,2,1,4,3.666666667,4,4,4,3,3,4,4,4,3,3,1,1,1,3.533333333,4,2,3,2,4,4,5,4,3,4,4,3,5,3,3,1.7,2,2,2,1,1,2,2,2,2,1,2.357142857,2,3,3,1,3,3,2,1,2,3,2,2,3,3,5.2,5,6,6,5,4,5.25,7,5,4,5,6.75,7,6,7,7,3,4,2,1,3,3,2,2,3
R_2VjZa59P52MvWQi,1,2,United States,34,0,3,NA,1,3,5,9,8,0,3,8,7,5,6,4,9,5,1,6,9,7,9,8,9,9,8,8,9,8,7,7,9,7,6,6,4,2,3,2,1,2,3,4,2,4,4,2,2,2,NA,3,3,2,3,3,4.25,4,5,4,5,4,3,5,4,2,1,10,3.666666667,1,6,1,6,3,5,5,4,5,0,0,0,0,4.4,5,4,5,4,5,5,3,5,4,3,5,5,5,3,5,1.4,3,2,1,2,0,2,3,1,0,0,3.357142857,4,3,4,3,3,1,4,3,4,3,4,4,3,4,0.4,0,1,0,1,0,9.75,10,9,10,10,9.75,10,9,10,10,4,3,4,3,4,3,4,3,4
R_2VkX59CqInk5UtK,1,2,United States,30,0,5,2,1,1,4,8,0,1,3,8,8,7,0,10,0,0,0,0,0,0,0,0,0,0,5,5,2,0,5,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,3.375,1,2,4,3,5,5,5,2,9,0,8,5.166666667,4,7,4,3,6,7,3,5,3,2,1,0,1,3.733333333,5,5,3,3,1,4,5,1,3,5,5,3,4,5,4,2.2,3,3,3,3,0,3,2,2,3,0,2.642857143,2,3,3,3,3,2,3,3,3,2,3,2,2,3,9,10,10,10,7,8,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,3,3,3
R_2VkY5QXdtQEBJVh,1,2,United States,49,1,4,3,1,2,1,5,6,1,3,6,7,7,5,7,6,6,0,6,5,5,7,6,7,7,5,5,4,4,6,3,3,4,3,4,5,5,4,4,5,6,5,5,6,6,7,7,7,4,NA,5,6,5,5,7,3.25,4,3,3,3,4,3,3,3,2,0,5,4.833333333,4,5,5,5,5,5,4,4,4,1,0,1,0,3.666666667,4,3,4,4,3,4,4,4,4,4,4,4,3,2,4,2,2,2,2,2,2,2,2,2,2,2,2.214285714,2,2,1,2,3,1,1,3,2,3,2,3,3,3,5.4,7,7,2,6,5,4,5,5,3,3,2.75,3,2,2,4,1,1,2,3,3,2,2,0,1
R_2Vlw0jMto0eHDsX,1,2,United States,66,0,2,5,1,2,3,8,5,0,NA,5,5,5,0,10,5,5,1,5,5,5,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,7,5,7,7,5,7,7,7,7,7,7,5,NA,5,5,5,5,5,3.125,4,3,3,3,3,3,3,3,2,1,8,5,4,6,4,6,4,6,5,5,5,3,1,1,1,4.333333333,5,3,5,4,3,5,5,5,4,5,3,5,5,3,5,3,3,3,3,3,3,3,3,3,3,3,1.928571429,2,2,2,2,2,2,1,3,2,2,1,2,2,2,7,7,7,7,7,7,0.5,2,0,0,0,0,0,0,0,0,1,1,2,3,3,1,1,1,1
